"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"AFC","Ares Capital Corporation","25.74","$205.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afc","NYSE"
"ARU","Ares Capital Corporation","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aru","NYSE"
"ACRE","Ares Commercial Real Estate Corporation","13.7","$390.21M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre","NYSE"
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","16.03","$368.56M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ardc","NYSE"
"ARES","Ares Management L.P.","19.35","$4.09B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/ares","NYSE"
"ARES^A","Ares Management L.P.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ares^a","NYSE"
"AGX","Argan, Inc.","70.4","$1.08B","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx","NYSE"
"ANET","Arista Networks, Inc.","133.33","$9.47B","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet","NYSE"
"AI","Arlington Asset Investment Corp","14.23","$336.23M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai","NYSE"
"AIC","Arlington Asset Investment Corp","23.305","n/a","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic","NYSE"
"AIW","Arlington Asset Investment Corp","24.5","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw","NYSE"
"AHH","Armada Hoffler Properties, Inc.","14.37","$540.14M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/ahh","NYSE"
"ARR","ARMOUR Residential REIT, Inc.","23.55","$864.84M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr","NYSE"
"ARR^A","ARMOUR Residential REIT, Inc.","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a","NYSE"
"ARR^B","ARMOUR Residential REIT, Inc.","23.681","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^b","NYSE"
"AFI","Armstrong Flooring, Inc.","18.85","$526.47M","2016","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/afi","NYSE"
"AWI","Armstrong World Industries Inc","44.6","$2.4B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi","NYSE"
"ARW","Arrow Electronics, Inc.","71.11","$6.34B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw","NYSE"
"AJG","Arthur J. Gallagher & Co.","56.3","$10.1B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg","NYSE"
"APAM","Artisan Partners Asset Management Inc.","26.95","$2.04B","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/apam","NYSE"
"ASA","ASA Gold and Precious Metals Limited","12.72","$245.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa","NYSE"
"ABG","Asbury Automotive Group Inc","59.8","$1.26B","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg","NYSE"
"AHP","Ashford Hospitality Prime, Inc.","10.89","$346.05M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ahp","NYSE"
"AHP^B","Ashford Hospitality Prime, Inc.","19.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahp^b","NYSE"
"AHT","Ashford Hospitality Trust Inc","6.49","$627.76M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht","NYSE"
"AHT^A","Ashford Hospitality Trust Inc","25.522","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^a","NYSE"
"AHT^D","Ashford Hospitality Trust Inc","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d","NYSE"
"AHT^F","Ashford Hospitality Trust Inc","24.8788","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^f","NYSE"
"AHT^G","Ashford Hospitality Trust Inc","24.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^g","NYSE"
"ASH","Ashland Global Holdings Inc.","126.11","$7.85B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash","NYSE"
"APB","Asia Pacific Fund, Inc. (The)","12.17","$125.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apb","NYSE"
"GRR","Asia Tigers Fund, Inc. (The)","11.3706","$39.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr","NYSE"
"ASPN","Aspen Aerogels, Inc.","3.99","$93.25M","2014","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/aspn","NYSE"
"AHL","Aspen Insurance Holdings Limited","51.45","$3.08B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl","NYSE"
"AHL^B","Aspen Insurance Holdings Limited","25.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^b","NYSE"
"AHL^C","Aspen Insurance Holdings Limited","27.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^c","NYSE"
"AHL^D","Aspen Insurance Holdings Limited","24.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^d","NYSE"
"ASB","Associated Banc-Corp","24.05","$3.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asb","NYSE"
"ASB^C","Associated Banc-Corp","26.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^c","NYSE"
"ASB^D","Associated Banc-Corp","24.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asb^d","NYSE"
"AC","Associated Capital Group, Inc.","35.2","$853.61M","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ac","NYSE"
"AIZ","Assurant, Inc.","95.21","$5.27B","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz","NYSE"
"AGO","Assured Guaranty Ltd.","38.24","$4.75B","2004","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago","NYSE"
"AGO^B","Assured Guaranty Ltd.","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b","NYSE"
"AGO^E","Assured Guaranty Ltd.","25.8891","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e","NYSE"
"AGO^F","Assured Guaranty Ltd.","24.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f","NYSE"
"AF","Astoria Financial Corporation","20.31","$2.06B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af","NYSE"
"AF^C","Astoria Financial Corporation","25.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/af^c","NYSE"
"AZN","Astrazeneca PLC","30.18","$76.37B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn","NYSE"
"HOME","At Home Group Inc.","15.95","$962.85M","2016","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/home","NYSE"
"T","AT&T Inc.","40.31","$247.52B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t","NYSE"
"ATTO","Atento S.A.","8.95","$660.39M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto","NYSE"
"ATH","Athene Holding Ltd.","51.9","$10.4B","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/ath","NYSE"
"ATKR","Atkore International Group Inc.","26.04","$1.64B","2016","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atkr","NYSE"
"AT","Atlantic Power Corporation","2.65","$303.82M","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at","NYSE"
"ATO","Atmos Energy Corporation","80.49","$8.47B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato","NYSE"
"ATW","Atwood Oceanics, Inc.","9.17","$737.91M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atw","NYSE"
"AUO","AU Optronics Corp","4.01","$3.86B","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo","NYSE"
"ATHM","Autohome Inc.","30.67","$3.47B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm","NYSE"
"ALV","Autoliv, Inc.","97.97","$8.65B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv","NYSE"
"AN","AutoNation, Inc.","40.82","$4.12B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an","NYSE"
"AZO","AutoZone, Inc.","700.59","$19.9B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo","NYSE"
"AVB","AvalonBay Communities, Inc.","187.25","$25.74B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb","NYSE"
"AGR","Avangrid, Inc.","43","$13.29B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr","NYSE"
"ACP","Avenue Income Credit Strategies Fund","14.1","$184.34M","2011","n/a","n/a","http://www.nasdaq.com/symbol/acp","NYSE"
"AVY","Avery Dennison Corporation","79.67","$7.07B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy","NYSE"
"AVH","Avianca Holdings S.A.","7.62","$949.63M","2013","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/avh","NYSE"
"AVA","Avista Corporation","39.88","$2.57B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava","NYSE"
"AVT","Avnet, Inc.","44.64","$5.75B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt","NYSE"
"AVP","Avon Products, Inc.","4.57","$2.01B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp","NYSE"
"AVX","AVX Corporation","16.26","$2.73B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx","NYSE"
"AXTA","Axalta Coating Systems Ltd.","31.66","$7.64B","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta","NYSE"
"AXS","Axis Capital Holdings Limited","66.5","$5.73B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs","NYSE"
"AXS^C.CL","Axis Capital Holdings Limited","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^c.cl","NYSE"
"AXS^D","Axis Capital Holdings Limited","25.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^d","NYSE"
"AXS^E","Axis Capital Holdings Limited","23.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^e","NYSE"
"AXON          ","Axovant Sciences Ltd.","20.25","$2.01B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axon","NYSE"
"AZUL","Azul S.A.","21.5","$6.66B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/azul","NYSE"
"AZRE","Azure Power Global Limited","19.2","$497.59M","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre","NYSE"
"AZZ","AZZ Inc.","59.9","$1.55B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz","NYSE"
"BGS","B&G Foods, Inc.","39.95","$2.66B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs","NYSE"
"BW","Babcock","9.42","$459.99M","2015","Capital Goods","Building Products","http://www.nasdaq.com/symbol/bw","NYSE"
"BGH","Babson Global Short Duration High Yield Fund","19.85","$398.15M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh","NYSE"
"BMI","Badger Meter, Inc.","36.5","$1.06B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi","NYSE"
"BHI","Baker Hughes Incorporated","60.87","$25.89B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhi","NYSE"
"BBN","BalckRock Taxable Municipal Bond Trust","22.62","$1.29B","2010","n/a","n/a","http://www.nasdaq.com/symbol/bbn","NYSE"
"BLL","Ball Corporation","72.25","$12.65B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll","NYSE"
"BGE^B","Baltimore Gas & Electric Company","26.1205","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bge^b","NYSE"
"BANC","Banc of California, Inc.","21.6","$1.08B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc","NYSE"
"BANC^C","Banc of California, Inc.","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^c","NYSE"
"BANC^D","Banc of California, Inc.","26.614","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^d","NYSE"
"BANC^E","Banc of California, Inc.","26.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^e","NYSE"
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","7.5","$49.25B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva","NYSE"
"BBD","Banco Bradesco Sa","10.21","$56.48B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd","NYSE"
"BBDO","Banco Bradesco Sa","9.96","$55.1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbdo","NYSE"
"BCH","Banco De Chile","74.2","$12.15B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bch","NYSE"
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","28.33","$1.11B","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/blx","NYSE"
"BSBR","Banco Santander Brasil SA","7.81","$59.07B","2009","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsbr","NYSE"
"BSAC","Banco Santander Chile","24.8","$11.68B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bsac","NYSE"
"SAN","Banco Santander, S.A.","5.96","$86.91B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/san","NYSE"
"SAN^A","Banco Santander, S.A.","26.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^a","NYSE"
"SAN^B","Banco Santander, S.A.","24.366","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^b","NYSE"
"SAN^C","Banco Santander, S.A.","26.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^c","NYSE"
"SAN^I","Banco Santander, S.A.","25.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/san^i","NYSE"
"CIB","BanColombia S.A.","40.58","$9.76B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cib","NYSE"
"BXS","BancorpSouth, Inc.","30.2","$2.83B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bxs","NYSE"
"BAC","Bank of America Corporation","22.92","$229.47B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac","NYSE"
"BAC.WS.A","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.a","NYSE"
"BAC.WS.B","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac.ws.b","NYSE"
"BAC^A","Bank of America Corporation","25.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^a","NYSE"
"BAC^C","Bank of America Corporation","26.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^c","NYSE"
"BAC^D","Bank of America Corporation","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^d","NYSE"
"BAC^E","Bank of America Corporation","23.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^e","NYSE"
"BAC^I","Bank of America Corporation","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^i","NYSE"
"BAC^L","Bank of America Corporation","1205.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bac^l","NYSE"
"BAC^W","Bank of America Corporation","26.77","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^w","NYSE"
"BAC^Y","Bank of America Corporation","26.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bac^y","NYSE"
"BML^G","Bank of America Corporation","21.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^g","NYSE"
"BML^H","Bank of America Corporation","21.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^h","NYSE"
"BML^I","Bank of America Corporation","25.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^i","NYSE"
"BML^J","Bank of America Corporation","23.7081","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^j","NYSE"
"BML^L","Bank of America Corporation","23.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^l","NYSE"
"BOH","Bank of Hawaii Corporation","80.54","$3.45B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh","NYSE"
"BMO","Bank Of Montreal","74.12","$48.3B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo","NYSE"
"NTB","Bank of N.T. Butterfield & Son Limited (The)","31.65","$1.69B","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb","NYSE"
"BK","Bank Of New York Mellon Corporation (The)","47.26","$48.94B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk","NYSE"
"BK^C","Bank Of New York Mellon Corporation (The)","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bk^c","NYSE"
"BNS","Bank of Nova Scotia (The)","58.09","$70.25B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns","NYSE"
"RATE","Bankrate, Inc.","9.8","$881.17M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/rate","NYSE"
"BKU","BankUnited, Inc.","36.4","$3.87B","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku","NYSE"
"BCS","Barclays PLC","10.77","$45.69B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs","NYSE"
"BCS^D","Barclays PLC","26.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcs^d","NYSE"
"MCI","Barings Corporate Investors","15.45","$305.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci","NYSE"
"MPV","Barings Participation Investors","14.24","$147.9M","1988","n/a","n/a","http://www.nasdaq.com/symbol/mpv","NYSE"
"BNED","Barnes & Noble Education, Inc","9.91","$460.3M","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bned","NYSE"
"BKS","Barnes & Noble, Inc.","9.35","$677.58M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bks","NYSE"
"B","Barnes Group, Inc.","51.21","$2.75B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/b","NYSE"
"CUDA","Barracuda Networks, Inc.","23.5","$1.24B","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/cuda","NYSE"
"ABX","Barrick Gold Corporation","20.09","$23.42B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx","NYSE"
"BAS","Basic Energy Services, Inc.","34.25","$890.46M","2005","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/bas","NYSE"
"BAX","Baxter International Inc.","52.97","$28.71B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bax","NYSE"
"BTE","Baytex Energy Corp","3.53","$826.74M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bte","NYSE"
"BBT","BB&T Corporation","43.62","$35.27B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbt","NYSE"
"BBT^D","BB&T Corporation","25.51","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^d","NYSE"
"BBT^E","BB&T Corporation","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^e","NYSE"
"BBT^F","BB&T Corporation","25.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^f","NYSE"
"BBT^G","BB&T Corporation","25.0174","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^g","NYSE"
"BBT^H","BB&T Corporation","25.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^h","NYSE"
"BFR","BBVA Banco Frances S.A.","18.88","$3.38B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bfr","NYSE"
"BCE","BCE, Inc.","45.49","$40.87B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce","NYSE"
