"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"ASIX","AdvanSix Inc.","27.33","$833.1M","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix","NYSE"
"AAV","Advantage Oil & Gas Ltd","6.8","$1.26B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav","NYSE"
"AVK","Advent Claymore Convertible Securities and Income Fund","15.52","$365.98M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk","NYSE"
"AGC","Advent Claymore Convertible Securities and Income Fund II","6.15","$198.01M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc","NYSE"
"LCM","Advent/Claymore Enhanced Growth & Income Fund","8.59","$116.85M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm","NYSE"
"ACM","AECOM","33.83","$5.25B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm","NYSE"
"ANW","Aegean Marine Petroleum Network Inc.","12.35","$486.64M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw","NYSE"
"AEB","Aegon NV","24.9621","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb","NYSE"
"AED","Aegon NV","26.2","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed","NYSE"
"AEG","Aegon NV","4.93","$10.3B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg","NYSE"
"AEH","Aegon NV","25.77","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh","NYSE"
"AEK","Aegon NV","25.97","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek","NYSE"
"AER","Aercap Holdings N.V.","44.02","$7.76B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer","NYSE"
"HIVE","Aerohive Networks, Inc.","3.99","$210.55M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive","NYSE"
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","21.75","$1.62B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd","NYSE"
"AET","Aetna Inc.","129.52","$42.86B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet","NYSE"
"AMG","Affiliated Managers Group, Inc.","162.62","$9.2B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg","NYSE"
"MGR","Affiliated Managers Group, Inc.","25.69","n/a","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr","NYSE"
"AFL","Aflac Incorporated","73.75","$29.59B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl","NYSE"
"AFSD","Aflac Incorporated","25.81","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd","NYSE"
"MITT","AG Mortgage Investment Trust, Inc.","18.51","$512.76M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt","NYSE"
"MITT^A","AG Mortgage Investment Trust, Inc.","25.374","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a","NYSE"
"MITT^B","AG Mortgage Investment Trust, Inc.","25.0187","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b","NYSE"
"AGCO","AGCO Corporation","60.78","$4.83B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco","NYSE"
"A","Agilent Technologies, Inc.","52.83","$17.03B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a","NYSE"
"AEM","Agnico Eagle Mines Limited","46.36","$10.7B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem","NYSE"
"ADC","Agree Realty Corporation","49.77","$1.3B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc","NYSE"
"AGU","Agrium Inc.","93.81","$12.96B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu","NYSE"
"AL","Air Lease Corporation","36.96","$3.81B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al","NYSE"
"APD","Air Products and Chemicals, Inc.","136.42","$29.68B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd","NYSE"
"AYR","Aircastle Limited","23.7","$1.87B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr","NYSE"
"AKS","AK Steel Holding Corporation","7.11","$2.24B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks","NYSE"
"ALP^O","Alabama Power Company","27.9279","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o","NYSE"
"ALG","Alamo Group, Inc.","74.82","$861.55M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg","NYSE"
"AGI","Alamos Gold Inc.","8.38","$2.5B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi","NYSE"
"ALK","Alaska Air Group, Inc.","88.84","$10.99B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk","NYSE"
"AIN","Albany International Corporation","45.85","$1.47B","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain","NYSE"
"ALB","Albemarle Corporation","105.61","$11.89B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb","NYSE"
"AA","Alcoa Corporation","34.39","$6.34B","2016","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa","NYSE"
"ALR","Alere Inc.","42.49","$3.7B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr","NYSE"
"ALR^B","Alere Inc.","344.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b","NYSE"
"ALEX","Alexander & Baldwin Holdings, Inc.","45.19","$2.22B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex","NYSE"
"ALX","Alexander&#39;s, Inc.","436.21","$2.23B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx","NYSE"
"ARE","Alexandria Real Estate Equities, Inc.","113.63","$10.88B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are","NYSE"
"ARE^D","Alexandria Real Estate Equities, Inc.","35.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d","NYSE"
"ARE^E.CL","Alexandria Real Estate Equities, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e.cl","NYSE"
"AQN","Algonquin Power & Utilities Corp.","9.61","$3.68B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aqn","NYSE"
"BABA","Alibaba Group Holding Limited","110.44","$276.1B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba","NYSE"
"Y","Alleghany Corporation","615.57","$9.49B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y","NYSE"
"ATI","Allegheny Technologies Incorporated","18.51","$2.01B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati","NYSE"
"ALLE","Allegion plc","75.29","$7.19B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle","NYSE"
"AGN","Allergan plc.","239.11","$80.24B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn","NYSE"
"AGN^A","Allergan plc.","850.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a","NYSE"
"ALE","Allete, Inc.","69.37","$3.53B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale","NYSE"
"AKP","Alliance California Municipal Income Fund Inc","13.49","$115.4M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp","NYSE"
"ADS","Alliance Data Systems Corporation","238.34","$13.33B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads","NYSE"
"AFB","Alliance National Municipal Income Fund Inc","13.55","$389.49M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb","NYSE"
"AOI","Alliance One International, Inc.","13.45","$130.93M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi","NYSE"
"AWF","Alliance World Dollar Government Fund II","12.61","$1.09B","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf","NYSE"
"AB","AllianceBernstein Holding L.P.","22.35","$2.16B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab","NYSE"
"LNT","Alliant Energy Corporation","39.7","$9.04B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt","NYSE"
"NCV","AllianzGI Convertible & Income Fund","6.91","$610.04M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv","NYSE"
"NCZ","AllianzGI Convertible & Income Fund II","6.15","$458.23M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz","NYSE"
"ACV","AllianzGI Diversified Income & Convertible Fund","20.44","$210.02M","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv","NYSE"
"NIE","AllianzGI Equity & Convertible Income Fund","19.41","$537.83M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie","NYSE"
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","13.15","$1.25B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj","NYSE"
"AWH","Allied World Assurance Company Holdings, AG","53.13","$4.64B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh","NYSE"
"ALSN","Allison Transmission Holdings, Inc.","35.03","$5.32B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn","NYSE"
"ALL","Allstate Corporation (The)","81.17","$29.64B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all","NYSE"
"ALL^A","Allstate Corporation (The)","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a","NYSE"
"ALL^B","Allstate Corporation (The)","27.1966","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b","NYSE"
"ALL^C","Allstate Corporation (The)","27.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c","NYSE"
"ALL^D","Allstate Corporation (The)","27.2158","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d","NYSE"
"ALL^E","Allstate Corporation (The)","27.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e","NYSE"
"ALL^F","Allstate Corporation (The)","27.5224","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f","NYSE"
"ALLY","Ally Financial Inc.","19.7","$9.14B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally","NYSE"
"ALLY^A","Ally Financial Inc.","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a","NYSE"
"ALJ","Alon USA Energy, Inc.","11.67","$837.45M","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj","NYSE"
"ALDW","Alon USA Partners, LP","9.15","$572.06M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw","NYSE"
"AGD","Alpine Global Dynamic Dividend Fund","9.73","$122.11M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd","NYSE"
"AWP","Alpine Global Premier Properties Fund","5.9","$503.91M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp","NYSE"
"AOD","Alpine Total Dynamic Dividend Fund","8.31","$894.1M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod","NYSE"
"AYX","Alteryx, Inc.","16.85","$949M","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ayx","NYSE"
"RESI","Altisource Residential Corporation","15.21","$816.28M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi","NYSE"
"MO","Altria Group","72.08","$139.53B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo","NYSE"
"ACH","Aluminum Corporation of China Limited","12.73","$7.59B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach","NYSE"
"AMBR","Amber Road, Inc.","7.7","$208.16M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr","NYSE"
"ABEV","Ambev S.A.","5.57","$87.46B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev","NYSE"
"AMC","AMC Entertainment Holdings, Inc.","30.7","$4.02B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc","NYSE"
"AMFW","Amec Plc Ord","7.06","$2.78B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw","NYSE"
"AEE","Ameren Corporation","54.79","$13.29B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee","NYSE"
"AMRC","Ameresco, Inc.","6.55","$297.33M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc","NYSE"
"AMOV","America Movil, S.A.B. de C.V.","14.53","$47.63B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov","NYSE"
"AMX","America Movil, S.A.B. de C.V.","14.72","$48.26B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx","NYSE"
"AAT","American Assets Trust, Inc.","43.4","$2.02B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat","NYSE"
"AXL","American Axle & Manufacturing Holdings, Inc.","16.78","$1.29B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl","NYSE"
"ACC","American Campus Communities Inc","47.96","$6.4B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc","NYSE"
"AEO","American Eagle Outfitters, Inc.","13.74","$2.5B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo","NYSE"
"AEP","American Electric Power Company, Inc.","67.39","$33.14B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep","NYSE"
"AEL","American Equity Investment Life Holding Company","23.62","$2.09B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael","NYSE"
"AXP","American Express Company","77.26","$69.53B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp","NYSE"
"AFA","American Financial Group, Inc.","25.35","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa","NYSE"
"AFG","American Financial Group, Inc.","94.94","$8.26B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg","NYSE"
"AFGE","American Financial Group, Inc.","26.35","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge","NYSE"
"AFGH","American Financial Group, Inc.","26.22","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh","NYSE"
"AFW","American Financial Group, Inc.","25.6459","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw","NYSE"
"AMH","American Homes 4 Rent","23.5","$5.77B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh","NYSE"
"AMH^A","American Homes 4 Rent","28.37","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a","NYSE"
"AMH^B","American Homes 4 Rent","28.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b","NYSE"
"AMH^C","American Homes 4 Rent","28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c","NYSE"
"AMH^D","American Homes 4 Rent","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d","NYSE"
"AMH^E","American Homes 4 Rent","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e","NYSE"
"AIG","American International Group, Inc.","60.79","$59.39B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig","NYSE"
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws","NYSE"
"AMID","American Midstream Partners, LP","15","$773.79M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid","NYSE"
"ARL","American Realty Investors, Inc.","8.15","$126.44M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl","NYSE"
"ARA","American Renal Associates Holdings, Inc","17.43","$538.5M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ara","NYSE"
"AWR","American States Water Company","45.01","$1.65B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr","NYSE"
"AMT","American Tower Corporation (REIT)","122.76","$52.44B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt","NYSE"
"AMT^A","American Tower Corporation (REIT)","115.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a","NYSE"
"AMT^B","American Tower Corporation (REIT)","114.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b","NYSE"
"AVD","American Vanguard Corporation","17.2","$505.49M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd","NYSE"
"AWK","American Water Works","78.3","$13.92B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk","NYSE"
"APU","AmeriGas Partners, L.P.","46.39","$4.31B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu","NYSE"
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","129.3","$19.89B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp","NYSE"
"ABC","AmerisourceBergen Corporation (Holding Co)","87.87","$19.09B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc","NYSE"
"ANFI","Amira Nature Foods Ltd","5.4","$161.13M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi","NYSE"
"AMN","AMN Healthcare Services Inc","39.55","$1.89B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/amn","NYSE"
"AP","Ampco-Pittsburgh Corporation","16.85","$206.76M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap","NYSE"
"APH","Amphenol Corporation","69.74","$21.46B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph","NYSE"
"BETR","Amplify Snack Brands, inc.","9.01","$691.7M","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr","NYSE"
"AXR","AMREP Corporation","6.36","$51.38M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr","NYSE"
"AME","AMTEK, Inc.","54.49","$12.53B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame","NYSE"
"AFSI^A","AmTrust Financial Services, Inc.","21.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a","NYSE"
"AFSI^B","AmTrust Financial Services, Inc.","22.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b","NYSE"
"AFSI^C","AmTrust Financial Services, Inc.","22.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c","NYSE"
"AFSI^D","AmTrust Financial Services, Inc.","22.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d","NYSE"
"AFSI^E","AmTrust Financial Services, Inc.","22.8982","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^e","NYSE"
"AFSI^F","AmTrust Financial Services, Inc.","21.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^f","NYSE"
"AFSS","AmTrust Financial Services, Inc.","23.83","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss","NYSE"
"AFST","AmTrust Financial Services, Inc.","23.75","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst","NYSE"
"AEUA","Anadarko Petroleum Corporation","44.01","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua","NYSE"
"APC","Anadarko Petroleum Corporation","62.9","$35.14B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc","NYSE"
"AU","AngloGold Ashanti Limited","12.51","$5.11B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au","NYSE"
"BUD","Anheuser-Busch Inbev SA","110.04","$176.97B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud","NYSE"
"AXE","Anixter International Inc.","79.55","$2.63B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe","NYSE"
"NLY","Annaly Capital Management Inc","11.49","$11.71B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly","NYSE"
"NLY^A","Annaly Capital Management Inc","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a","NYSE"
"NLY^C","Annaly Capital Management Inc","25.2718","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c","NYSE"
"NLY^D","Annaly Capital Management Inc","25.2396","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d","NYSE"
"NLY^E","Annaly Capital Management Inc","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^e","NYSE"
"AM","Antero Midstream Partners LP","33.39","$6.2B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am","NYSE"
"AR","Antero Resources Corporation","23.12","$7.28B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar","NYSE"
"ANTM","Anthem, Inc.","167.43","$44.36B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm","NYSE"
"ANTX","Anthem, Inc.","49.74","$13.18B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx","NYSE"
"ANH","Anworth Mortgage Asset  Corporation","5.63","$539.2M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh","NYSE"
"ANH^A","Anworth Mortgage Asset  Corporation","26.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a","NYSE"
"ANH^B","Anworth Mortgage Asset  Corporation","27.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b","NYSE"
"ANH^C","Anworth Mortgage Asset  Corporation","24.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c","NYSE"
"AON","Aon plc","119.73","$31.44B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon","NYSE"
"APA","Apache Corporation","53.87","$20.49B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa","NYSE"
"AIV","Apartment Investment and Management Company","44.81","$7.04B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv","NYSE"
"AIV^A","Apartment Investment and Management Company","26.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a","NYSE"
"ARI","Apollo Commercial Real Estate Finance","18.82","$1.72B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari","NYSE"
"ARI^A","Apollo Commercial Real Estate Finance","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^a","NYSE"
"ARI^C","Apollo Commercial Real Estate Finance","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^c","NYSE"
"APO","Apollo Global Management, LLC","25.7","$10.35B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo","NYSE"
"APO^A","Apollo Global Management, LLC","25.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apo^a","NYSE"
"AIB","Apollo Investment Corporation","25.315","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib","NYSE"
"AIY","Apollo Investment Corporation","26.49","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy","NYSE"
"AFT","Apollo Senior Floating Rate Fund Inc.","17.48","$272.22M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft","NYSE"
"AIF","Apollo Tactical Income Fund Inc.","16.55","$239.38M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif","NYSE"
"APLE","Apple Hospitality REIT, Inc.","19.14","$4.27B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple","NYSE"
"AIT","Applied Industrial Technologies, Inc.","61.75","$2.41B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait","NYSE"
"ATR","AptarGroup, Inc.","76.92","$4.81B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr","NYSE"
"WTR","Aqua America, Inc.","32.75","$5.82B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/wtr","NYSE"
"WAAS","AquaVenture Holdings Limited","17.8","$469.71M","2016","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/waas","NYSE"
"ARMK","Aramark","36.5","$8.99B","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/armk","NYSE"
"ABR","Arbor Realty Trust","8.65","$444.62M","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abr","NYSE"
"ABR^A","Arbor Realty Trust","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a","NYSE"
"ABR^B","Arbor Realty Trust","25.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b","NYSE"
"ABR^C","Arbor Realty Trust","25.5956","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c","NYSE"
"ABRN","Arbor Realty Trust","25.55","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn","NYSE"
"ARC","ARC Document Solutions, Inc.","3.53","$163.47M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc","NYSE"
"ARCX","Arc Logistic Partners LP","14.09","$274.43M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/arcx","NYSE"
"MT","ArcelorMittal","8.04","$24.65B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt","NYSE"
"ARH^C","Arch Capital Group Ltd.","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arh^c","NYSE"
"ARCH","Arch Coal, Inc.","74.01","$1.85B","2016","Energy","Coal Mining","http://www.nasdaq.com/symbol/arch","NYSE"
"ADM","Archer-Daniels-Midland Company","44.54","$25.42B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm","NYSE"
"AROC","Archrock, Inc.","13.55","$956.75M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aroc","NYSE"
"ARNC","Arconic Inc.","26.59","$11.72B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arnc","NYSE"
"ARNC^B","Arconic Inc.","41.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arnc^b","NYSE"
"ARCO","Arcos Dorados Holdings Inc.","8.1","$1.71B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arco","NYSE"
"ARD","Ardagh Group S.A.","21.04","$4.92B","2017","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/ard","NYSE"
"ASC","Ardmore Shipping Corporation","8.4","$282.04M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/asc","NYSE"
